Service Request Description,Department,Method Received,Created Date,Block,Street,Ward
Road Clean-Up Request,Environmental Services,Phone,8/3/2016 18:38, ,"LAUZON PKY & CATHERINE ST, WINDSOR",WARD 8
Road Clean-Up Request,Environmental Services,Phone,8/3/2016 18:41, ,"CATHERINE ST & LAUZON PKY, WINDSOR",WARD 8
Road Clean-Up Request,Environmental Services,Phone,8/3/2016 18:44, ,"CATHERINE ST & LAUZON PKY, WINDSOR",WARD 8
Road Clean-Up Request,Environmental Services,Phone,8/3/2016 18:45, ,"CATHERINE ST & LAUZON PKY, WINDSOR",WARD 8
Garbage Not Collected,Environmental Services,Phone,8/3/2016 18:52,6##,EDINBOROUGH,WARD 10
Road Clean-Up Request,Environmental Services,Phone,8/3/2016 19:02, ,CATHERINE ST & LAUZON PKY,WARD 8
3-Day Parking Infraction,Parking Enforcement,Web Intake,8/3/2016 20:57, , ,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 7:29,10##,DOUGALL,WARD 3
Dead Animal Removal,Environmental Services,Phone,8/4/2016 7:36,36##,BLISS,WARD 9
Dirty Yard,Bylaw Enforcement,Web Intake,8/4/2016 8:19, , ,WARD 7
Tree Request,Forestry and Horticulture,Phone,8/4/2016 8:27,9##,PARENT,WARD 4
Protection of Parks,Bylaw Enforcement,Phone,8/4/2016 8:29,30##,SEMINOLE,WARD 5
Recycling Not Collected,Environmental Services,Phone,8/4/2016 8:35,14##,DOUGALL,WARD 3
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,8/4/2016 8:46,9##,CATARAQUI,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 8:49,9##,CATARAQUI,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 8:50,16##,PILLETTE,WARD 5
Noise,Bylaw Enforcement,Phone,8/4/2016 8:53,9##,CATARAQUI,WARD 4
Fence & Hedge,Inspections,Phone,8/4/2016 8:57,19##,BERNARD,WARD 5
Tree Request,Forestry and Horticulture,Phone,8/4/2016 8:59,36##,GIRARDOT,WARD 2
Road Cave-In,Maintenance,Phone,8/4/2016 9:05,7##,OUELLETTE,WARD 3
Building/Land - Improper Use,Inspections,Phone,8/4/2016 9:09,14##,WESTMINSTER,WARD 8
Tree Request,Forestry and Horticulture,Phone,8/4/2016 9:17,8##,MOY,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 9:22,15##,CHAPPELL,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/4/2016 9:22,12##,PARKVIEW,WARD 6
Tree Request,Forestry and Horticulture,Web Intake,8/4/2016 9:26, , ,WARD 1
3-Day Parking Infraction,Parking Enforcement,Web Intake,8/4/2016 9:26, , ,WARD 9
Garbage Not Collected,Environmental Services,Phone,8/4/2016 9:28,8##,ALBERT,WARD 5
Pothole,Maintenance,Phone,8/4/2016 9:37, ,"BASELINE RD & COUNTY RD 17, WINDSOR",WARD 9
Garbage Not Collected,Environmental Services,Phone,8/4/2016 9:42,9##,PARENT,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 9:44,10##,LENS,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 9:44,10##,LENS,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 9:44,6##,ROSEDALE,WARD 2
Swimming Pool,Inspections,Phone,8/4/2016 9:49,11##,JARVIS,WARD 7
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,8/4/2016 9:56,10##,HICKORY,WARD 5
Tree Request,Forestry and Horticulture,Phone,8/4/2016 9:56,33##,PARKWOOD,WARD 9
Recycling Not Collected,Environmental Services,Phone,8/4/2016 10:00,19##,AMBASSADOR,WARD 2
Rodent Extermination,Environmental Services,E-Mail,8/4/2016 10:06,22##,TRAPPERS,WARD 7
Rodent Extermination,Environmental Services,Phone,8/4/2016 10:07,15##,MORNINGSTAR,WARD 7
Tree Request,Forestry and Horticulture,Phone,8/4/2016 10:08,12##,BRUCE,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/4/2016 10:09,12##,BRUCE,WARD 3
Garbage Not Collected,Environmental Services,Phone,8/4/2016 10:20,3##,LOUIS,WARD 4
Road Clean-Up Request,Environmental Services,Phone,8/4/2016 10:22, ,HOWARD AVE & EUGENIE ST E,WARD 10
Building Conditions,Inspections,Phone,8/4/2016 10:23,12##,DOT,WARD 2
Street Sweeping,Environmental Services,Phone,8/4/2016 10:25,29##,ACADEMY,WARD 1
Road Clean-Up Request,Environmental Services,Phone,8/4/2016 10:30, ,DOUGALL AVE & SOUTH CAMERON BLVD,WARD 10
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 10:42,39##,ACORN,WARD 9
Swimming Pool,Inspections,Phone,8/4/2016 10:43,30##,DOWNING,WARD 8
Garbage Not Collected,Environmental Services,Phone,8/4/2016 10:45,10##,NIAGARA,WARD 4
3-Day Parking Infraction,Parking Enforcement,E-Mail,8/4/2016 10:46,42##,TUMBLEWEED,WARD 1
Garbage Not Collected,Environmental Services,Phone,8/4/2016 10:47,17##,HICKORY,WARD 5
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 10:48,39##,ACORN,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 10:51,39##,ACORN,WARD 9
Garbage Not Collected,Environmental Services,Phone,8/4/2016 10:55,15##,LINCOLN,WARD 4
Road Maintenance,Maintenance,Phone,8/4/2016 11:01,8##,LAPORTE,WARD 6
Garbage Not Collected,Environmental Services,Phone,8/4/2016 11:12,13##,RENDEZVOUS,WARD 7
Rodent Extermination,Environmental Services,Phone,8/4/2016 11:12,11##,VICTORIA,WARD 3
Recycling Not Collected,Environmental Services,Phone,8/4/2016 11:14,1##,ERIE,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/4/2016 11:15,41##,LONGFELLOW,WARD 1
Recycling Not Collected,Environmental Services,Phone,8/4/2016 11:16,14##,DOUGALL,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 11:27,12##,LABOUR,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 11:35,33##,WALKER,WARD 9
Garbage Not Collected,Environmental Services,Phone,8/4/2016 11:37,24##,CHANDLER,WARD 5
Alley Maintenance,Maintenance,Phone,8/4/2016 11:46,5##,ERIE,WARD 4
Building Conditions,Inspections,Phone,8/4/2016 11:59,10##,OAK,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 12:01,10##,OAK,WARD 3
Recycling Not Collected,Environmental Services,Phone,8/4/2016 12:08,9##,LOUIS,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 12:09,43##,PLEASANT,WARD 5
Building Conditions,Inspections,Phone,8/4/2016 12:13,10##,NIAGARA,WARD 4
Recycling Not Collected,Environmental Services,Phone,8/4/2016 12:15,10##,HALL,WARD 4
Recycling Not Collected,Environmental Services,Phone,8/4/2016 12:15,9##,GLADSTONE,WARD 4
Dead Animal Removal,Environmental Services,Phone,8/4/2016 12:16, ,LINCOLN RD & ASSUMPTION ST,WARD 4
Building Conditions,Inspections,Phone,8/4/2016 12:32,1##,RIVERSIDE,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/4/2016 12:37,25##,CHANDLER,WARD 5
Rodent Extermination,Environmental Services,Phone,8/4/2016 12:40,13##,GLADSTONE,WARD 4
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,8/4/2016 12:41,64##,THORNBERRY,WARD 8
Tree Request,Forestry and Horticulture,Phone,8/4/2016 12:45,22##,LOUIS,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 12:54,48##,WHITEFISH,WARD 9
Swimming Pool,Inspections,Phone,8/4/2016 12:57,16##,FACTORIA,WARD 5
Rodent Extermination,Environmental Services,Phone,8/4/2016 13:12,15##,DOUGALL,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/4/2016 13:20,24##,PRINCESS,WARD 8
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 13:24,10##,PIERRE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 13:29,25##,HOWARD,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 13:33,19##,PILLETTE,WARD 5
Abandoned Vehicle,Parking Enforcement,Phone,8/4/2016 13:36, ,"FOSTER AVE & HANSEN CRES, WINDSOR",WARD 9
Building Conditions,Inspections,Phone,8/4/2016 13:37,6##,PICHE,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/4/2016 13:39,39##,BORRELLI,WARD 1
Downspout Disconnect,Contracts and Field Services,Phone,8/4/2016 13:39,10##,PIERRE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 13:43,16##,CHURCH,WARD 3
Building Conditions,Inspections,Phone,8/4/2016 13:44,19##,FORD,WARD 8
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 13:56,988##,OTTAWA,WARD 4
Garbage Not Collected,Environmental Services,Phone,8/4/2016 14:11,12##,LAURENDEAU,WARD 5
Recycling Not Collected,Environmental Services,Phone,8/4/2016 14:17,14##,GRAND MARAIS,WARD 1
Tree Request,Forestry and Horticulture,Phone,8/4/2016 14:36,2##,STERLING,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 14:40,30##,FAIRLANE,WARD 9
Tree Request,Forestry and Horticulture,Phone,8/4/2016 14:41,9##,REEDMERE,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 14:42,2##,CHILVER,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 14:44, ,"HANNA ST E & WINDSOR AVE, WINDSOR",WARD 3
Pothole,Maintenance,E-Mail,8/4/2016 14:46,31##,DOUGALL,WARD 9
Building Accessibility,Inspections,E-Mail,8/4/2016 14:50,43##,WALKER,WARD 9
Recycling Not Collected,Environmental Services,Phone,8/4/2016 14:52,14##,DOUGALL,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/4/2016 14:58,22##,TURNER,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 15:10,35##,CHARLEVOIX,WARD 1
Property Flooding / Grading,Inspections,Phone,8/4/2016 15:15,39##,ST JULIEN,WARD 5
Swimming Pool,Inspections,Phone,8/4/2016 15:19,12##,WESTCOTT,WARD 5
Garbage Not Collected,Environmental Services,Phone,8/4/2016 15:26,36##,BYNG,WARD 9
Noise,Bylaw Enforcement,Phone,8/4/2016 15:29,4##,PARK,WARD 3
Road Maintenance,Maintenance,Phone,8/4/2016 15:30,36##,BYNG,WARD 9
Tree Request,Forestry and Horticulture,Phone,8/4/2016 15:31,5##,ISACK,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 15:49,5##,BROCK,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 15:58,23##,CHANDLER,WARD 5
Tree Request,Forestry and Horticulture,Phone,8/4/2016 15:59,15##,LANGLOIS,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 16:06,17##,WESTMINSTER,WARD 8
3-Day Parking Infraction,Parking Enforcement,Phone,8/4/2016 16:07,2##,MCKAY,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 16:07,30##,SANDWICH,WARD 2
Building Conditions,Inspections,Phone,8/4/2016 16:09,30##,SANDWICH,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/4/2016 16:13,3##,HYDE,WARD 3
Sewer Maintenance,Maintenance,Phone,8/4/2016 16:40, ,BROCK ST & RUSSELL ST,WARD 2
Pothole,Maintenance,Phone,8/4/2016 16:46, ,MILL ST & WYANDOTTE ST W,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 16:49,10##,CHILVER,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 16:51,10##,WINDERMERE,WARD 4
Building Conditions,Inspections,Phone,8/4/2016 16:53,9##,WINDERMERE,WARD 4
Rodent Extermination,Environmental Services,Phone,8/4/2016 16:59,23##,MOY,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/4/2016 17:01,11##,JEFFERSON,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 17:06,10##,SCOFIELD,WARD 9
Dirty Yard,Bylaw Enforcement,Phone,8/4/2016 17:09,14##,GLADSTONE,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,8/4/2016 17:09,17##,SOUTHDALE,WARD 10
Rodent Extermination,Environmental Services,Phone,8/4/2016 17:26,4##,CHRISTOPHER,WARD 6
Garbage Not Collected,Environmental Services,Phone,8/4/2016 17:42,17##,CHANDLER,WARD 5
Recycling Not Collected,Environmental Services,Phone,8/4/2016 17:42,15##,HALL,WARD 4
Recycling Not Collected,Environmental Services,Phone,8/4/2016 18:08,8##,NIAGARA,WARD 4
Rodent Extermination,Environmental Services,Phone,8/4/2016 18:17, ,SHEPHERD,WARD 3
Recycling Not Collected,Environmental Services,Phone,8/4/2016 18:17,9##,BRUCE,WARD 3
Road Maintenance,Maintenance,Phone,8/4/2016 18:24, ,WAHKETA ST & DOUGALL AVE,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/4/2016 18:42,1##,OAK,WARD 3
Recycling Not Collected,Environmental Services,Web Intake,8/4/2016 19:26, , ,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/5/2016 7:38, ,"ESDRAS AVE & EDGAR ST, WINDSOR",WARD 6
Tree Request,Forestry and Horticulture,Phone,8/5/2016 8:10,9##,ST MARY'S,WARD 6
Tree Request,Forestry and Horticulture,Phone,8/5/2016 8:16,13##,DARLINGTON,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 8:16,3##,GILES,WARD 3
Garbage Not Collected,Environmental Services,Phone,8/5/2016 8:22,30##,LAUZON,WARD 7
Garbage Not Collected,Environmental Services,Phone,8/5/2016 8:23,7##,DOUGALL,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 8:34,4##,LOGAN,WARD 3
Garbage Not Collected,Environmental Services,Phone,8/5/2016 8:54,33##,DEVON,WARD 9
Downspout Disconnect,Contracts and Field Services,Phone,8/5/2016 8:56,11##,MONMOUTH,WARD 4
Recycling Not Collected,Environmental Services,Phone,8/5/2016 9:00,44##,WYANDOTTE,WARD 5
Garbage Not Collected,Environmental Services,Phone,8/5/2016 9:01,44##,WYANDOTTE,WARD 5
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,8/5/2016 9:14,10##,GOYEAU,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 9:16,946##,NORTHWAY,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 9:18,16##,HIGHLAND,WARD 3
Garbage Not Collected,Environmental Services,Phone,8/5/2016 9:21,27##,CLEMENCEAU,WARD 8
Tree Request,Forestry and Horticulture,Phone,8/5/2016 9:37,12##,LINCOLN,WARD 4
Tree Request,Forestry and Horticulture,Phone,8/5/2016 9:38,12##,LINCOLN,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 9:43,5##,PELISSIER,WARD 3
Noise,Bylaw Enforcement,Phone,8/5/2016 9:50,48##,SOUTHWOOD LAKES,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 9:50,19##,NORTHWAY,WARD 10
Tree Request,Forestry and Horticulture,Phone,8/5/2016 9:53,13##,TOURANGEAU,WARD 5
Alley Maintenance,Maintenance,Web Intake,8/5/2016 9:58, , ,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/5/2016 10:00,82##,GREGORY,WARD 6
Tree Request,Forestry and Horticulture,Phone,8/5/2016 10:01,6##,JOSEPHINE,WARD 2
Recycling Not Collected,Environmental Services,Phone,8/5/2016 10:04,7##,VICTORIA,WARD 3
Road Maintenance,Maintenance,Phone,8/5/2016 10:06,13##,LANGLOIS,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 10:06,21##,DAYTONA,WARD 10
Shoulder Maintenance,Maintenance,Phone,8/5/2016 10:08, ,DAYTONA AVE & KENORA ST,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:11,26##,KENORA,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:12,20##,DAYTONA,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:12,20##,DAYTONA,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:12,19##,DAYTONA,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:13,19##,DAYTONA,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:13,18##,DAYTONA,WARD 10
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:14,17##,DAYTONA,WARD 10
Public Property Obstructions,Infrastructure Coordination and Development,Phone,8/5/2016 10:18, ,TECUMSEH RD E & PARENT AVE,WARD 4
Building/Land - Improper Use,Inspections,Phone,8/5/2016 10:22,52##,QUEEN ELIZABETH,WARD 8
Garbage Not Collected,Environmental Services,Phone,8/5/2016 10:25,18##,LARKIN,WARD 5
Sidewalk Construction & Repair,Maintenance,E-Mail,8/5/2016 10:26,9##,CHURCH,WARD 3
Garbage Preparation,Bylaw Enforcement,Phone,8/5/2016 10:30,9##,BRUCE,WARD 3
Sidewalk Construction & Repair,Maintenance,Phone,8/5/2016 10:32, ,"INVERNESS AVE & FIRGROVE DR, WINDSOR",WARD 7
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 10:38,6##,CHURCH,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 10:38,6##,CHURCH,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 10:40,6##,CHURCH,WARD 3
Garbage Not Collected,Environmental Services,Phone,8/5/2016 10:44,10##,PARENT,WARD 4
Garbage Not Collected,Environmental Services,Phone,8/5/2016 10:50,12##,ENFIELD,WARD 6
Tree Request,Forestry and Horticulture,Phone,8/5/2016 10:50,15##,GRAND MARAIS,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 10:54,5##,PARTINGTON,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/5/2016 10:55,9##,ST MARY'S,WARD 6
Tree Request,Forestry and Horticulture,Phone,8/5/2016 11:06,17##,CHANDLER,WARD 5
Sewer Maintenance,Maintenance,Phone,8/5/2016 11:07,35##,TURNER,WARD 9
Dead Animal Removal,Environmental Services,Phone,8/5/2016 11:11,10##,RANKIN,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 11:12,24##,RADCLIFF,WARD 7
Building/Land - Improper Use,Inspections,Phone,8/5/2016 11:13,30##,PEACE,WARD 8
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 11:17,30##,PEACE,WARD 8
Tree Request,Forestry and Horticulture,Phone,8/5/2016 11:18,47##,SHADETREE,WARD 1
Recycling Not Collected,Environmental Services,Phone,8/5/2016 11:34,13##,VICTORIA,WARD 3
Sidewalk Construction & Repair,Maintenance,Phone,8/5/2016 11:38,14##,DOUGALL,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/5/2016 11:38,8##,ST PAUL,WARD 6
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 11:44,7##,WINDERMERE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 11:44,5##,RIVERSIDE,WARD 3
Recycling Not Collected,Environmental Services,Web Intake,8/5/2016 11:46, , , 
Tree Request,Forestry and Horticulture,Phone,8/5/2016 11:48,12##,LINCOLN,WARD 4
Garbage Not Collected,Environmental Services,Phone,8/5/2016 11:51,71##,ST ROSE,WARD 6
Alley Maintenance,Maintenance,Phone,8/5/2016 11:57,5##,OUELLETTE,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/5/2016 12:03,12##,AUBIN,WARD 5
Tree Request,Forestry and Horticulture,Phone,8/5/2016 12:21,29##,ASKIN,WARD 10
Garbage Not Collected,Environmental Services,Phone,8/5/2016 12:25,26##,LAUZON,WARD 8
Tree Request,Forestry and Horticulture,Phone,8/5/2016 12:26,98##,KENWOOD,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 12:32,2##,BELLEVIEW,WARD 5
Tree Request,Forestry and Horticulture,Phone,8/5/2016 12:41,17##,OLIVE,WARD 8
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 12:42,1##,ELM,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 12:44,1##,BRUCE,WARD 3
Dead Animal Removal,Environmental Services,Phone,8/5/2016 12:52,11##,HEATHFIELD,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 13:04,12##,AIRE,WARD 6
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 13:07,14##,FOSTER,WARD 9
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 13:08,14##,FOSTER,WARD 9
3-Day Parking Infraction,Parking Enforcement,Phone,8/5/2016 13:09,14##,FOSTER,WARD 9
Tree Request,Forestry and Horticulture,Phone,8/5/2016 13:11,952##,CALIFORNIA,WARD 1
Property Flooding / Grading,Inspections,Phone,8/5/2016 13:13,5##,CHIPPAWA,WARD 2
Shoulder Maintenance,Maintenance,Phone,8/5/2016 13:26,29##,TURNER,WARD 10
Noise,Bylaw Enforcement,Phone,8/5/2016 13:28,34##,BLOOMFIELD,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/5/2016 13:29,13##,RIVERSIDE,WARD 4
Recycling Not Collected,Environmental Services,Phone,8/5/2016 13:46,8##,NIAGARA,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 13:47,2##,BELLEPERCHE,WARD 6
Tree Request,Forestry and Horticulture,Phone,8/5/2016 13:55,15##,VICTORIA,WARD 3
Recycling Not Collected,Environmental Services,Phone,8/5/2016 13:57,43##,RIVERSIDE,WARD 5
Dead Animal Removal,Environmental Services,Phone,8/5/2016 14:03,18##,PILLETTE,WARD 5
Tree Request,Forestry and Horticulture,Phone,8/5/2016 14:04,13##,JANETTE,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/5/2016 14:08,13##,JANETTE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 14:11,10##,SPRUCEWOOD,WARD 1
Road Maintenance,Maintenance,Phone,8/5/2016 14:56,34##,CROSS,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/5/2016 15:23,24##,MAITLAND,WARD 7
Sidewalk Construction & Repair,Maintenance,Phone,8/5/2016 15:59,26##,GEORGE,WARD 5
Dog Complaint - Humane Society,Humane Society,Phone,8/5/2016 16:06,31##,MULBERRY,WARD 7
Garbage Not Collected,Environmental Services,Phone,8/5/2016 16:09,5##,LAKEVIEW,WARD 7
Tree Request,Forestry and Horticulture,Phone,8/5/2016 16:14,17##,ALBERT,WARD 5
Building/Land - Improper Use,Inspections,Phone,8/5/2016 16:18,24##,RADCLIFF,WARD 7
Dirty Yard,Bylaw Enforcement,Phone,8/5/2016 16:41,1##,BRUCE,WARD 3
Garbage Not Collected,Environmental Services,Phone,8/5/2016 16:43,93##,BEACHDALE,WARD 7
Tree Request,Forestry and Horticulture,Phone,8/5/2016 16:44,31##,RANDOLPH,WARD 1
Municipal Parking Garage,Traffic Operations,Phone,8/5/2016 16:45, , , 
Tree Request,Forestry and Horticulture,Phone,8/5/2016 16:45,31##,RANDOLPH,WARD 1
Road Clean-Up Request,Environmental Services,Phone,8/5/2016 16:48, ,EC ROW AVE W, 
Road Clean-Up Request,Environmental Services,Phone,8/5/2016 16:53, ,EC ROW AVE W, 
Tree Request,Forestry and Horticulture,Phone,8/5/2016 17:00,18##,IROQUOIS,WARD 4
Sewer Maintenance,Maintenance,Phone,8/5/2016 17:02, ,RUSSELL ST & BROCK ST,WARD 2
Garbage Not Collected,Environmental Services,Phone,8/5/2016 17:09,94##,ASHLAND,WARD 7
Rodent Extermination,Environmental Services,Phone,8/5/2016 17:13,23##,GLADSTONE,WARD 4
Building Conditions,Inspections,E-Mail,8/5/2016 17:22,13##,MCKAY,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,8/5/2016 17:31,18##,FULLER,WARD 9
Alley Maintenance,Maintenance,Web Intake,8/5/2016 17:36, , ,WARD 3
Public Property Obstructions,Infrastructure Coordination and Development,Phone,8/5/2016 17:40, ,PARENT AVE & TECUMSEH RD E,WARD 4
Public Property Obstructions,Infrastructure Coordination and Development,Phone,8/5/2016 17:45, ,"INVERNESS AVE & FIRGROVE DR, WINDSOR",WARD 7
Recycling Not Collected,Environmental Services,Phone,8/5/2016 17:46,10##,WINDERMERE,WARD 4
Garbage Not Collected,Environmental Services,Phone,8/5/2016 17:55,15##,GRAND MARAIS,WARD 1
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,8/5/2016 18:13,4##,LAPORTE,WARD 6
Alley Maintenance,Maintenance,Phone,8/5/2016 18:38,13##,PARENT,WARD 4
Garbage Not Collected,Environmental Services,Phone,8/5/2016 18:59,36##,SHINGLECREEK,WARD 9
Recycling Not Collected,Environmental Services,Web Intake,8/7/2016 13:10, , ,WARD 4
Noise,Bylaw Enforcement,Phone,8/8/2016 7:33,3##,CHIPPAWA,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,8/8/2016 7:48,8##,ARGYLE,WARD 4
Sewer Maintenance,Maintenance,Phone,8/8/2016 7:52, ,"TECUMSEH RD E & WINDERMERE RD, WINDSOR",WARD 4
Garbage Not Collected,Environmental Services,Phone,8/8/2016 7:58,17##,CURRY,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,8/8/2016 8:17,10##,DOUGALL,WARD 3
Dirty Yard,Bylaw Enforcement,Web Intake,8/8/2016 8:26, , ,WARD 2
Tree Request,Forestry and Horticulture,Phone,8/8/2016 8:26,38##,HILLCREST,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,8/8/2016 8:31,15##,GLADSTONE,WARD 4
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,8/8/2016 8:32,1##,MONTROSE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,8/8/2016 8:45,17##,FACTORIA,WARD 5
Downspout Disconnect,Contracts and Field Services,Phone,8/8/2016 8:49,9##,GLADSTONE,WARD 4
Street Sweeping,Environmental Services,Phone,8/8/2016 8:50, ,WYANDOTTE ST E & OUELLETTE AVE,WARD 3
Sewer Maintenance,Maintenance,Phone,8/8/2016 8:53,10##,MOY,WARD 4
Pothole,Maintenance,Phone,8/8/2016 8:55, ,BRUCE AVE & ELLIS ST W,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/8/2016 9:00,15##,YORK,WARD 3
Tree Request,Forestry and Horticulture,Phone,8/8/2016 9:01,16##,CENTRAL,WARD 5
Public Property Obstructions,Infrastructure Coordination and Development,Phone,8/8/2016 9:03,39##,MOUNT ROYAL,WARD 1
Garbage Preparation,Bylaw Enforcement,Phone,8/8/2016 9:06,14##,OTTAWA,WARD 4
Public Property Obstructions,Infrastructure Coordination and Development,Phone,8/8/2016 9:10,36##,WILCOX,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,8/8/2016 9:14,2##,JEFFERSON,WARD 6
Dirty Yard,Bylaw Enforcement,E-Mail,8/8/2016 9:14,39##,WYANDOTTE,WARD 5
Rodent Extermination,Environmental Services,Phone,8/8/2016 9:15,2##,ORCHARD,WARD 6
